Date,Open,High,Low,Close,Volume,Currency
2010-04-12,10996.75,11066.96,10957.22,11005.97,0,USD
2010-04-13,11006.72,11072.7,10925.86,11019.42,0,USD
2010-04-14,11020.7,11147.14,11004.61,11123.11,0,USD
2010-04-15,11122.96,11189.61,11051.31,11144.57,0,USD
2010-04-16,11143.66,11186.82,10947.55,11018.66,0,USD
2010-04-19,11018.36,11116.76,10940.6,11092.05,0,USD
2010-04-20,11093.11,11190.22,11045.8,11117.06,0,USD
2010-04-21,11116.91,11217.35,11018.59,11124.92,0,USD
2010-04-22,11119.78,11175.33,10975.66,11134.29,0,USD
2010-04-23,11132.18,11247.2,11058.87,11204.28,0,USD
2010-04-26,11205.11,11308.95,11150.01,11205.03,0,USD
2010-04-27,11203.67,11260.88,10962.81,10991.99,0,USD
2010-04-28,10988.87,11115.63,10938.48,11045.27,0,USD
2010-04-29,11045.64,11232.54,11045.64,11167.32,0,USD
2010-04-30,11168.23,11235.94,10984.35,11008.61,0,USD
2010-05-03,11009.6,11203.37,11004.15,11151.83,0,USD
2010-05-04,11149.48,11149.48,10843.71,10926.77,0,USD
2010-05-05,10918.4,10984.05,10754.3,10868.12,0,USD
2010-05-06,10862.22,10925.86,9787.17,10520.32,0,USD
2010-05-07,10519.42,10622.27,10221.5,10380.43,0,USD
2010-05-10,10386.18,10880.14,10386.18,10785.14,0,USD
2010-05-11,10780.0,10888.3,10653.71,10748.26,0,USD
2010-05-12,10742.15,10941.88,10725.81,10896.91,0,USD
2010-05-13,10896.61,10952.84,10752.72,10782.95,0,USD
2010-05-14,10780.68,10780.68,10509.89,10620.16,256500000,USD
2010-05-17,10616.98,10707.3,10424.72,10625.83,221910000,USD
2010-05-18,10625.45,10760.05,10463.15,10510.95,246370000,USD
2010-05-19,10505.7,10558.56,10306.22,10444.37,266339999,USD
2010-05-20,10440.21,10440.21,10042.46,10068.01,360350000,USD
2010-05-21,10063.93,10225.88,9860.93,10193.39,438220000,USD
2010-05-24,10193.46,10235.63,10028.78,10066.57,211430000,USD
2010-05-25,10061.43,10061.43,9756.11,10043.75,316960000,USD
2010-05-26,10045.11,10211.6,9937.79,9974.45,316080000,USD
2010-05-27,9971.73,10279.01,9971.73,10258.99,264769999,USD
2010-05-28,10258.0,10293.45,10078.66,10136.63,243720000,USD
2010-06-01,10133.94,10249.27,9976.56,10024.02,221900000,USD
2010-06-02,10025.61,10256.57,10007.09,10249.54,200850000,USD
2010-06-03,10250.67,10348.84,10158.92,10255.28,176870000,USD
2010-06-04,10249.61,10249.61,9881.11,9931.97,256600000,USD
2010-06-07,9931.75,10025.84,9798.73,9816.49,222940000,USD
2010-06-08,9812.94,9971.57,9726.33,9939.98,259680000,USD
2010-06-09,9941.57,10093.33,9859.04,9899.25,222680000,USD
2010-06-10,9901.67,10206.61,9901.67,10172.53,221730000,USD
2010-06-11,10166.78,10235.1,10038.31,10211.07,187890000,USD
2010-06-14,10211.83,10354.97,10175.02,10190.89,177920000,USD
2010-06-15,10192.4,10416.11,10192.4,10404.77,203170000,USD
2010-06-16,10404.24,10456.39,10289.37,10409.46,165700000,USD
2010-06-17,10409.98,10479.74,10293.49,10434.17,181070000,USD
2010-06-18,10435.0,10513.75,10379.6,10450.64,338020000,USD
2010-06-21,10452.46,10627.19,10387.54,10442.41,165190000,USD
2010-06-22,10441.95,10524.78,10276.14,10293.52,175750000,USD
2010-06-23,10293.3,10393.89,10195.81,10298.44,195100000,USD
2010-06-24,10297.08,10314.31,10112.6,10152.8,244440000,USD
2010-06-25,10153.48,10261.1,10039.97,10143.81,434500000,USD
2010-06-28,10143.05,10246.82,10070.12,10138.52,164100000,USD
2010-06-29,10135.72,10135.72,9786.45,9870.3,290500000,USD
2010-06-30,9868.34,9951.47,9741.07,9774.02,235090000,USD
2010-07-01,9773.27,9834.71,9596.04,9732.53,262820000,USD
2010-07-02,9732.23,9798.19,9603.8,9686.48,199570000,USD
2010-07-06,9689.21,9880.76,9648.26,9743.62,216710000,USD
2010-07-07,9736.85,10029.93,9716.38,10018.28,219560000,USD
2010-07-08,10019.26,10175.02,9987.02,10138.99,192220000,USD
2010-07-09,10137.93,10226.48,10079.05,10198.03,134820000,USD
2010-07-12,10199.24,10260.62,10121.13,10216.27,131490000,USD
2010-07-13,10217.55,10436.2,10217.55,10363.02,179040000,USD
2010-07-14,10370.96,10423.03,10265.16,10366.72,208530000,USD
2010-07-15,10367.1,10409.49,10216.04,10359.31,210000000,USD
2010-07-16,10356.2,10356.2,10071.63,10097.9,335060000,USD
2010-07-19,10098.12,10213.09,10051.28,10154.43,176970000,USD
2010-07-20,10151.48,10248.2,9973.17,10229.96,194410000,USD
2010-07-21,10226.02,10310.04,10053.85,10120.53,203900000,USD
2010-07-22,10121.81,10391.78,10121.81,10322.3,202220000,USD
2010-07-23,10321.16,10465.19,10237.84,10424.62,200000000,USD
2010-07-26,10424.17,10545.94,10391.02,10525.43,178820000,USD
2010-07-27,10525.28,10632.52,10460.65,10537.69,180550000,USD
2010-07-28,10537.01,10586.36,10445.17,10497.88,162070000,USD
2010-07-29,10498.94,10609.74,10383.45,10467.16,202110000,USD
2010-07-30,10465.19,10528.84,10327.37,10465.94,208160000,USD
2010-08-02,10468.82,10715.21,10468.82,10674.38,167640000,USD
2010-08-03,10673.92,10714.19,10564.18,10636.38,164880000,USD
2010-08-04,10630.2,10738.48,10583.1,10680.43,173360000,USD
2010-08-05,10679.67,10712.37,10571.6,10674.98,139610000,USD
2010-08-06,10668.55,10688.08,10491.37,10653.56,154870000,USD
2010-08-09,10654.62,10755.66,10618.26,10698.75,166330000,USD
2010-08-10,10696.63,10717.21,10522.63,10644.25,203490000,USD
2010-08-11,10631.82,10631.82,10339.63,10378.83,219320000,USD
2010-08-12,10361.58,10388.37,10222.85,10319.95,221030000,USD
2010-08-13,10320.33,10381.86,10254.18,10303.15,151620000,USD
2010-08-16,10303.07,10354.39,10193.26,10302.01,146040000,USD
2010-08-17,10297.55,10501.67,10297.55,10405.85,191340000,USD
2010-08-18,10398.59,10486.38,10308.83,10415.54,168560000,USD
2010-08-19,10411.15,10412.29,10202.34,10271.21,227740000,USD
2010-08-20,10270.98,10276.13,10131.88,10213.62,251150000,USD
2010-08-23,10215.51,10328.88,10146.18,10174.41,172970000,USD
2010-08-24,10170.86,10170.86,9975.86,10040.45,223680000,USD
2010-08-25,10040.15,10104.18,9925.34,10060.06,183890000,USD
2010-08-26,10059.83,10138.12,9959.17,9985.81,176330000,USD
2010-08-27,9982.4,10176.3,9925.11,10150.65,207760000,USD
2010-08-30,10145.58,10170.1,10005.56,10009.73,150480000,USD
2010-08-31,10006.42,10101.53,9915.73,10014.72,255420000,USD
2010-09-01,10016.01,10305.87,10016.01,10269.47,205710000,USD
2010-09-02,10270.08,10350.98,10211.8,10320.1,149930000,USD
2010-09-03,10321.92,10484.71,10321.92,10447.93,168600000,USD
2010-09-07,10446.8,10448.99,10304.44,10340.69,149040000,USD
2010-09-08,10338.57,10460.5,10318.93,10387.01,166760000,USD
2010-09-09,10388.22,10515.86,10359.23,10415.24,163590000,USD
2010-09-10,10415.01,10502.8,10376.34,10462.77,140320000,USD
2010-09-13,10458.6,10605.73,10458.45,10544.13,190720000,USD
2010-09-14,10544.81,10622.69,10460.34,10526.49,192410000,USD
2010-09-15,10526.42,10609.21,10453.15,10572.73,167420000,USD
2010-09-16,10571.75,10624.58,10499.43,10594.83,170300000,USD
2010-09-17,10595.44,10689.29,10529.67,10607.85,367230000,USD
2010-09-20,10608.08,10783.51,10594.38,10753.62,157120000,USD
2010-09-21,10753.39,10844.89,10674.83,10761.03,186740000,USD
2010-09-22,10761.11,10829.75,10682.4,10739.31,168590000,USD
2010-09-23,10738.48,10779.65,10610.12,10662.42,156830000,USD
2010-09-24,10664.39,10897.83,10664.39,10860.26,179270000,USD
2010-09-27,10860.03,10902.52,10776.44,10812.04,143910000,USD
2010-09-28,10809.85,10905.44,10714.03,10858.14,167110000,USD
2010-09-29,10857.98,10901.96,10759.75,10835.28,158830000,USD
2010-09-30,10835.96,10960.99,10732.27,10788.05,214540000,USD
2010-10-01,10789.72,10907.41,10759.14,10829.68,161890000,USD
2010-10-04,10828.85,10875.54,10682.66,10751.27,160370000,USD
2010-10-05,10752.63,10982.98,10752.63,10944.72,216240000,USD
2010-10-06,10936.79,11015.86,10880.08,10967.65,163440000,USD
2010-10-07,10968.41,11032.17,10878.04,10948.58,141920000,USD
2010-10-08,10948.5,11055.29,10901.12,11006.48,152280000,USD
2010-10-11,11006.93,11068.54,10956.26,11010.34,114830000,USD
2010-10-12,11010.79,11064.68,10890.76,11020.4,155150000,USD
2010-10-13,11022.82,11187.77,11014.19,11096.08,224920000,USD
2010-10-14,11096.92,11148.15,10996.71,11096.92,196170000,USD
2010-10-15,11096.01,11172.07,10985.28,11062.78,319210000,USD
2010-10-18,11062.71,11184.86,11021.46,11143.69,190290000,USD
2010-10-19,11139.6,11139.6,10897.57,10978.62,247640000,USD
2010-10-20,10974.52,11176.08,10969.47,11107.97,220140000,USD
2010-10-21,11105.24,11249.57,11038.79,11146.57,178060000,USD
2010-10-22,11146.41,11192.09,11071.22,11132.56,104570000,USD
2010-10-25,11133.4,11266.3,11127.27,11164.05,168110000,USD
2010-10-26,11163.06,11221.04,11055.48,11169.46,159040000,USD
2010-10-27,11168.4,11172.83,10986.68,11126.28,167080000,USD
2010-10-28,11127.34,11217.33,11033.87,11113.95,156250000,USD
2010-10-29,11120.45,11178.43,11028.08,11118.4,189650000,USD
2010-11-01,11120.3,11257.59,11053.29,11124.62,150130000,USD
2010-11-02,11125.3,11266.26,11125.3,11188.72,150390000,USD
2010-11-03,11184.8,11261.23,11088.74,11215.13,177580000,USD
2010-11-04,11216.65,11481.01,11216.65,11434.84,234680000,USD
2010-11-05,11435.3,11505.83,11336.15,11444.08,211670000,USD
2010-11-08,11439.61,11454.44,11324.27,11406.84,143990000,USD
2010-11-09,11403.51,11453.01,11293.35,11346.75,161910000,USD
2010-11-10,11342.81,11395.37,11239.69,11357.04,164170000,USD
2010-11-11,11326.69,11350.3,11175.17,11283.1,296660000,USD
2010-11-12,11281.28,11307.69,11114.1,11192.58,217650000,USD
2010-11-15,11194.02,11314.36,11149.97,11201.97,155660000,USD
2010-11-16,11194.7,11194.7,10949.86,11023.5,254560000,USD
2010-11-17,11017.83,11091.69,10947.52,11007.88,160260000,USD
2010-11-18,11010.49,11234.74,11010.49,11181.23,171770000,USD
2010-11-19,11180.77,11238.52,11096.92,11203.55,219400000,USD
2010-11-22,11201.59,11213.92,11044.39,11178.58,152850000,USD
2010-11-23,11177.6,11177.6,10968.78,11036.37,192820000,USD
2010-11-24,11037.43,11221.11,11037.43,11187.28,138280000,USD
2010-11-26,11183.5,11183.5,11046.74,11092.0,68400000,USD
2010-11-29,11083.75,11092.49,10906.46,11052.49,151520000,USD
2010-11-30,11049.72,11083.18,10916.26,11006.02,233770000,USD
2010-12-01,11007.31,11297.52,11007.31,11255.78,202520000,USD
2010-12-02,11255.93,11404.42,11237.2,11362.41,212090000,USD
2010-12-03,11361.81,11408.58,11280.6,11382.09,149440000,USD
2010-12-06,11381.33,11422.66,11313.6,11362.19,122660000,USD
2010-12-07,11363.85,11507.27,11327.68,11359.16,175720000,USD
2010-12-08,11354.45,11441.62,11281.43,11372.48,152510000,USD
2010-12-09,11370.44,11449.37,11293.77,11370.06,167970000,USD
2010-12-10,11370.44,11446.65,11326.01,11410.32,151820000,USD
2010-12-13,11406.16,11513.7,11369.0,11428.56,151190000,USD
2010-12-14,11429.09,11543.9,11389.32,11476.54,149860000,USD
2010-12-15,11475.64,11552.45,11416.6,11457.47,189670000,USD
2010-12-16,11457.93,11553.51,11394.88,11499.25,163040000,USD
2010-12-17,11499.02,11542.58,11421.45,11491.91,358300000,USD
2010-12-20,11491.3,11561.61,11417.32,11478.13,125360000,USD
2010-12-21,11478.36,11585.83,11454.97,11533.16,119420000,USD
2010-12-22,11532.17,11600.97,11486.23,11559.49,122040000,USD
2010-12-23,11559.11,11615.57,11514.54,11573.49,100840000,USD
2010-12-27,11572.81,11597.41,11480.52,11555.03,76820000,USD
2010-12-28,11554.8,11624.32,11514.88,11575.54,114100000,USD
2010-12-29,11572.74,11655.04,11557.53,11585.38,77800000,USD
2010-12-30,11585.83,11614.44,11535.5,11569.71,76820000,USD
2010-12-31,11569.33,11612.77,11515.79,11577.51,93330000,USD
2011-01-03,11577.43,11750.9,11577.43,11670.75,203420000,USD
2011-01-04,11670.9,11766.94,11582.99,11691.18,178630000,USD
2011-01-05,11688.76,11775.72,11610.29,11722.89,169990000,USD
2011-01-06,11716.93,11795.78,11615.31,11697.31,193080000,USD
2011-01-07,11696.86,11761.49,11578.64,11674.76,188720000,USD
2011-01-10,11672.34,11698.33,11545.87,11637.45,150340000,USD
2011-01-11,11638.51,11756.57,11601.57,11671.88,157440000,USD
2011-01-12,11673.62,11814.55,11673.62,11755.44,144960000,USD
2011-01-13,11753.7,11803.19,11666.32,11731.9,161660000,USD
2011-01-14,11732.2,11827.11,11658.41,11787.38,200770000,USD
2011-01-18,11783.82,11909.23,11740.83,11837.93,203390000,USD
2011-01-19,11834.21,11922.92,11746.36,11825.29,166250000,USD
2011-01-20,11823.7,11890.15,11700.68,11822.8,180800000,USD
2011-01-21,11824.76,11960.31,11802.97,11871.84,249480000,USD
2011-01-24,11873.5,12021.24,11826.58,11980.52,184000000,USD
2011-01-25,11979.08,12072.17,11840.05,11977.19,191960000,USD
2011-01-26,11978.85,12069.83,11903.28,11985.44,168320000,USD
2011-01-27,11985.36,12066.72,11907.71,11989.83,167770000,USD
2011-01-28,11990.36,12047.65,11775.64,11823.7,214170000,USD
2011-01-31,11824.46,11951.08,11738.3,11891.93,206580000,USD
2011-02-01,11892.5,12082.24,11892.5,12040.16,180890000,USD
2011-02-02,12038.27,12104.11,11962.73,12041.97,143440000,USD
2011-02-03,12040.68,12105.17,11957.97,12062.26,143710000,USD
2011-02-04,12061.65,12125.38,12003.34,12092.15,121780000,USD
2011-02-07,12092.38,12219.45,12003.34,12161.63,132960000,USD
2011-02-08,12152.7,12258.92,12114.78,12233.15,126650000,USD
2011-02-09,12229.59,12304.29,12135.86,12239.89,162910000,USD
2011-02-10,12239.66,12291.35,12107.4,12229.29,274440000,USD
2011-02-11,12227.78,12326.85,12138.4,12273.26,184280000,USD
2011-02-14,12266.83,12327.0,12185.21,12268.19,146350000,USD
2011-02-15,12266.75,12293.47,12146.27,12226.64,142580000,USD
2011-02-16,12219.79,12338.43,12195.54,12288.17,146270000,USD
2011-02-18,12318.6,12417.97,12265.16,12391.25,230040000,USD
2011-02-22,12389.74,12394.7,12142.97,12212.79,201860000,USD
2011-02-23,12211.81,12289.84,12007.39,12105.78,213480000,USD
2011-02-24,12104.64,12202.69,11960.62,12068.5,190860000,USD
2011-02-25,12060.93,12202.2,12043.83,12130.45,147540000,USD
2011-02-28,12130.22,12293.47,12112.28,12226.34,199560000,USD
2011-03-01,12226.57,12304.03,12036.0,12058.02,183240000,USD
2011-03-02,12057.34,12154.97,11970.08,12066.8,147270000,USD
2011-03-03,12068.01,12317.84,12068.01,12258.2,157840000,USD
2011-03-04,12258.88,12306.26,12056.81,12169.88,166700000,USD
2011-03-07,12171.09,12268.87,12025.51,12090.03,176200000,USD
2011-03-08,12085.8,12276.37,12039.02,12214.38,158610000,USD
2011-03-09,12211.16,12293.74,12106.68,12213.09,128360000,USD
2011-03-10,12211.43,12211.43,11924.48,11984.61,180660000,USD
2011-03-11,11976.96,12087.01,11936.32,12044.4,143670000,USD
2011-03-14,12042.13,12058.44,11873.43,11993.16,163000000,USD
2011-03-15,11988.69,11988.69,11648.5,11855.42,221930000,USD
2011-03-16,11854.13,11862.08,11548.14,11613.3,254070000,USD
2011-03-17,11614.82,11842.55,11614.82,11774.59,182260000,USD
2011-03-18,11777.23,11971.14,11777.23,11858.52,355050000,USD
2011-03-21,11860.11,12117.88,11860.11,12036.53,143400000,USD
2011-03-22,12036.37,12096.01,11965.38,12018.63,115660000,USD
2011-03-23,12018.4,12131.89,11936.7,12086.02,133940000,USD
2011-03-24,12087.54,12221.08,12064.6,12170.56,131620000,USD
2011-03-25,12170.71,12290.29,12143.62,12220.59,129789999,USD
2011-03-28,12221.19,12272.92,12197.88,12197.88,123070000,USD
2011-03-29,12193.87,12310.35,12141.65,12279.01,129030000,USD
2011-03-30,12280.07,12413.43,12271.52,12350.61,140340000,USD
2011-03-31,12350.84,12422.96,12277.05,12319.73,186140000,USD
2011-04-01,12321.02,12454.52,12301.11,12376.72,147600000,USD
2011-04-04,12374.6,12445.75,12331.35,12400.03,114660000,USD
2011-04-05,12402.08,12474.5,12320.34,12393.9,142340000,USD
2011-04-06,12386.66,12499.03,12347.13,12426.75,182350000,USD
2011-04-07,12426.45,12471.7,12307.62,12409.49,158590000,USD
2011-04-08,12409.8,12475.03,12310.46,12380.05,122820000,USD
2011-04-11,12380.43,12476.93,12319.35,12381.11,109950000,USD
2011-04-12,12381.04,12381.04,12185.09,12263.58,137260000,USD
2011-04-13,12263.73,12372.94,12203.63,12270.99,118950000,USD
2011-04-14,12270.24,12332.71,12137.98,12285.15,140670000,USD
2011-04-15,12285.45,12402.61,12238.34,12341.83,234710000,USD
2011-04-18,12339.71,12339.79,12093.89,12201.59,190220000,USD
2011-04-19,12201.44,12320.53,12163.29,12266.75,149870000,USD
2011-04-20,12279.17,12530.96,12279.17,12453.54,203900000,USD
2011-04-21,12453.62,12563.89,12377.82,12505.99,166640000,USD
2011-04-25,12505.99,12547.5,12401.02,12479.88,128660000,USD
2011-04-26,12480.86,12652.17,12448.32,12595.37,183980000,USD
2011-04-27,12592.23,12729.41,12518.55,12690.96,160560000,USD
2011-04-28,12689.75,12807.36,12617.43,12763.31,148760000,USD
2011-04-29,12763.39,12885.92,12711.85,12810.54,378620000,USD
2011-05-02,12810.16,12928.45,12754.53,12807.36,150960000,USD
2011-05-03,12806.38,12891.44,12700.72,12807.51,191510000,USD
2011-05-04,12806.29,12852.81,12632.46,12723.58,193720000,USD
2011-05-05,12723.65,12757.26,12504.85,12584.17,176950000,USD
2011-05-06,12580.76,12788.78,12580.76,12638.74,168320000,USD
2011-05-09,12637.83,12751.35,12591.59,12684.68,133940000,USD
2011-05-10,12685.13,12806.6,12665.45,12760.36,156000000,USD
2011-05-11,12745.87,12748.21,12577.21,12630.03,200680000,USD
2011-05-12,12629.81,12746.09,12497.97,12695.92,216500000,USD
2011-05-13,12695.65,12749.08,12522.79,12595.75,169940000,USD
2011-05-16,12594.84,12676.66,12482.07,12548.37,192310000,USD
2011-05-17,12541.18,12591.51,12342.29,12479.58,192830000,USD
2011-05-18,12471.78,12595.6,12402.15,12560.18,175120000,USD
2011-05-19,12561.46,12673.78,12506.67,12605.32,158470000,USD
2011-05-20,12604.64,12630.11,12453.96,12512.04,174980000,USD
2011-05-23,12511.29,12511.29,12292.49,12381.26,150720000,USD
2011-05-24,12381.87,12465.8,12315.42,12356.21,145920000,USD
2011-05-25,12355.45,12462.28,12271.9,12394.66,145740000,USD
2011-05-26,12391.56,12456.08,12285.75,12402.76,149070000,USD
2011-05-27,12398.06,12519.35,12382.93,12441.58,126030000,USD
2011-05-31,12443.4,12611.68,12443.4,12569.79,208290000,USD
2011-06-01,12569.34,12569.34,12273.41,12290.14,183020000,USD
2011-06-02,12289.61,12359.31,12171.39,12248.55,156370000,USD
2011-06-03,12247.87,12247.87,12061.96,12151.26,157740000,USD
2011-06-06,12151.19,12201.44,12045.76,12089.96,166600000,USD
2011-06-07,12090.18,12214.46,12055.64,12070.81,162610000,USD
2011-06-08,12066.5,12145.21,11981.28,12048.94,156870000,USD
2011-06-09,12049.47,12205.49,12038.49,12124.36,149700000,USD
2011-06-10,12124.17,12124.17,11912.03,11951.91,178310000,USD
2011-06-13,11945.33,12066.46,11883.15,11952.97,153370000,USD
2011-06-14,11951.38,12156.52,11951.38,12076.11,159620000,USD
2011-06-15,12075.2,12075.2,11841.87,11897.27,182500000,USD
2011-06-16,11896.13,12023.39,11821.96,11961.52,189500000,USD
2011-06-17,11962.58,12109.11,11952.55,12004.36,342010000,USD
2011-06-20,12004.28,12129.54,11942.07,12080.38,127250000,USD
2011-06-21,12081.33,12248.97,12059.46,12190.01,147570000,USD
2011-06-22,12189.63,12242.31,12082.43,12109.67,125330000,USD
2011-06-23,12108.5,12108.5,11841.19,12050.0,206760000,USD
2011-06-24,12049.24,12082.65,11892.95,11934.58,279660000,USD
2011-06-27,11934.73,12113.5,11907.71,12043.56,177920000,USD
2011-06-28,12042.28,12225.89,12042.28,12188.69,135050000,USD
2011-06-29,12187.63,12311.03,12148.88,12261.42,158720000,USD
2011-06-30,12262.1,12464.63,12262.1,12414.34,179980000,USD
2011-07-01,12412.07,12614.56,12375.55,12582.77,141870000,USD
2011-07-05,12583.0,12642.9,12504.1,12569.87,122990000,USD
2011-07-06,12562.47,12668.03,12507.84,12626.02,132330000,USD
2011-07-07,12628.37,12753.89,12628.37,12719.49,153740000,USD
2011-07-08,12717.9,12717.9,12541.33,12657.2,131150000,USD
2011-07-11,12655.77,12655.77,12443.4,12505.76,133250000,USD
2011-07-12,12505.46,12603.77,12423.27,12446.88,162640000,USD
2011-07-13,12447.33,12635.52,12447.33,12491.61,139970000,USD
2011-07-14,12492.67,12602.3,12398.94,12437.12,140810000,USD
2011-07-15,12437.8,12539.21,12374.75,12479.73,215420000,USD
2011-07-18,12475.11,12475.11,12276.59,12385.16,148950000,USD
2011-07-19,12385.96,12636.62,12385.96,12587.42,167550000,USD
2011-07-20,12583.75,12654.37,12499.4,12571.91,140340000,USD
2011-07-21,12567.14,12794.0,12567.14,12724.41,188410000,USD
2011-07-22,12724.71,12768.31,12605.59,12681.16,136760000,USD
2011-07-25,12679.72,12682.97,12509.58,12592.8,128759999,USD
2011-07-26,12592.12,12618.11,12457.25,12501.3,145140000,USD
2011-07-27,12498.65,12499.48,12275.38,12302.55,182770000,USD
2011-07-28,12301.95,12412.48,12200.99,12240.11,148710000,USD
2011-07-29,12239.28,12262.74,12044.21,12143.24,230920000,USD
2011-08-01,12144.3,12320.94,11978.55,12132.49,182820000,USD
2011-08-02,12130.22,12152.96,11857.91,11866.62,207060000,USD
2011-08-03,11863.89,11957.63,11678.69,11896.44,198220000,USD
2011-08-04,11893.79,11893.79,11365.74,11383.68,300760000,USD
2011-08-05,11384.29,11634.04,11126.32,11444.61,406310000,USD
2011-08-08,11433.93,11433.93,10779.05,10809.85,479980000,USD
2011-08-09,10810.91,11251.08,10588.55,11239.77,431420000,USD
2011-08-10,11227.92,11227.92,10662.04,10719.94,396300000,USD
2011-08-11,10729.85,11278.9,10729.85,11143.31,393190000,USD
2011-08-12,11143.46,11346.67,11142.18,11269.02,228040000,USD
2011-08-15,11269.85,11484.6,11269.85,11482.9,188120000,USD
2011-08-16,11480.48,11488.01,11292.63,11405.93,187800000,USD
2011-08-17,11392.01,11529.67,11322.3,11410.21,171280000,USD
2011-08-18,11406.27,11406.5,10881.6,10990.58,308520000,USD
2011-08-19,10989.75,11086.4,10801.41,10817.65,336370000,USD
2011-08-22,10820.37,11020.55,10820.37,10854.65,226720000,USD
2011-08-23,10854.58,11176.84,10854.43,11176.76,244130000,USD
2011-08-24,11175.78,11331.57,11113.04,11320.71,227380000,USD
2011-08-25,11321.02,11406.39,11106.76,11149.82,255050000,USD
